code,description
70109051,"bottles of coloured glass, of a kind used for the commercial conveyance or packing of foodstuffs and beverages, of a nominal capacity of >= 1 l but < 2,5 l"
70109053,"bottles of coloured glass, of a kind used for the commercial conveyance or packing of foodstuffs and beverages, of a nominal capacity of > 0,33 l but <= 1 l"
70109099,"carboys, bottles, flasks, jars, pots, phials and other containers, of coloured glass, of a kind used for the commercial conveyance or packing of goods, of a nominal capacity of < 2,5 l (excl. containers for foodstuffs, beverages or pharmaceutical products, ampoules, containers made from tubing, glass inners for containers, with vacuum insulation, perfume atomizers, flasks, bottles etc. for atomizers)"
70109055,"bottles of coloured glass, of a kind used for the commercial conveyance or packing of foodstuffs and beverages, of a nominal capacity of >= 0,15 l to 0,33 l"
70109057,"bottles of coloured glass, of a kind used for the commercial conveyance or packing of foodstuffs and beverages, of a nominal capacity of < 0,15 l"
70109061,"carboys, flasks, jars, pots, phials and other containers, of glass, of a kind used for the commercial conveyance or packing of foodstuffs and beverages, of a nominal capacity of >= 0,25 l but < 2,5 l (excl. bottles)"
70109067,"carboys, flasks, jars, pots, phials and other containers, of glass, of a kind used for the conveyance or packing of foodstuffs and beverages, of a nominal capacity of < 0,25 l (excl. bottles)"
70101000,glass ampoules
70102000,"stoppers, lids and other closures, of glass"
701090,"carboys, bottles, flasks, jars, pots, phials and other containers, of glass, of a kind used for the commercial conveyance or packing of goods, and preserving jars, of glass (excl. ampoules, glass inners for containers, with vacuum insulation, perfume atomizers, flasks, bottles etc. for atomizers)"
70109010,"household preserving jars ""sterilising jars"", of glass"
70109021,"phials and other containers made from tubing of glass, of a kind used for the commercial packing of goods (excl. ampoules)"
70109031,"carboys, bottles, flasks, jars, pots, phials and other containers, of glass, of a kind used for the commercial conveyance or packing of goods, of a nominal capacity of >= 2,5 l"
70109041,"bottles of colourless glass, of a kind used for the commercial conveyance or packing of foodstuffs and beverages, of a nominal capacity of >= 1 l but < 2,5 l"
70109071,"bottles, flasks, phials and other containers, of glass, of a kind used for the commercial conveyance or packing of pharmaceutical products, of a nominal capacity of > 0,055 l but < 2,5 l (excl. ampoules, containers made from tubing, glass inners for containers, with vacuum insulation)"
70109079,"bottles, flasks, phials and other containers, of glass, of a kind used for the commercial conveyance or packing of pharmaceutical products, of a nominal capacity of <= 0,055 l (excl. ampoules, containers made from tubing, glass inners for containers, with vacuum insulation)"
70109091,"carboys, bottles, flasks, jars, pots, phials and other containers, of colourless glass, of a kind used for the commercial conveyance or packing of goods, of a nominal capacity of < 2,5 l (excl. containers for foodstuffs, beverages or pharmaceutical products, ampoules, containers made from tubing, glass inners for containers, with vacuum insulation, perfume atomizers, flasks, bottles etc. for atomizers)"
70111000,"glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for electric lighting"
70112000,"glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for cathode ray tubes"
70119000,"glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for electric lamps and light sources and the like (excl. cathode ray tubes and for electric lighting)"
70091000,"rear-view mirrors, whether or not framed, for vehicles"
70099100,"glass mirrors, unframed (excl. rear-view mirrors for vehicles, optical mirrors, optically worked, mirrors > 100 years old)"
70099200,"glass mirrors, framed (excl. rear-view mirrors for vehicles, optical mirrors, optically processed, and mirrors of an age of > 100 years)"
70052925,"float glass and surface ground and polished glass, in sheets, but not otherwise worked, of a thickness of <= 3,5 mm (excl. wired glass or glass coloured throughout the mass ""body tinted"", opacified, flashed or merely surface ground, or glass having an absorbent, reflecting or non-reflecting layer)"
700521,"float glass and surface ground glass, in sheets, coloured throughout the mass ""body tinted"", opacified, flashed or merely surface ground, but not otherwise worked (excl. wired glass or glass having an absorbent, reflecting or non-reflecting layer)"
700510,"float glass and surface ground or polished glass, in sheets, having an absorbent, reflecting or non-reflecting layer, but not otherwise worked (excl. wired glass)"
70051005,"float glass and surface ground or polished glass, in sheets, having a non-reflecting layer, but not otherwise worked (excl. wired glass)"
70051025,"float glass and surface ground or polished glass, in sheets, having an absorbent or reflecting layer, but not otherwise worked, of a thickness of <= 3,5 mm (excl. wired glass)"
70051030,"float glass and surface ground or polished glass, in sheets, having an absorbent or reflecting layer, but not otherwise worked, of a thickness of > 3,5 mm but <= 4,5 mm (excl. wired glass)"
70051080,"float glass and surface ground or polished glass, in sheets, having an absorbent or reflecting layer, but not otherwise worked, of a thickness of > 4,5 mm (excl. wired glass)"
70052125,"float glass and surface ground glass, in sheets, coloured throughout the mass ""body tinted"", opacified, flashed or merely surface ground, but not otherwise worked, of a thickness of <= 3,5 mm (excl. wired glass or glass having an absorbent, reflecting or non-reflecting layer)"
70052130,"float glass and surface ground glass, in sheets, coloured throughout the mass ""body tinted"", opacified, flashed or merely surface ground, but not otherwise worked, of a thickness of > 3,5 mm but <= 4,5 mm (excl. wired glass or glass having an absorbent, reflecting or non-reflecting layer)"
70052180,"float glass and surface ground glass, in sheets, coloured throughout the mass ""body tinted"", opacified, flashed or merely surface ground, but not otherwise worked, of a thickness of > 4,5 mm (excl. wired glass or glass having an absorbent, reflecting or non-reflecting layer)"
700529,"float glass and surface ground and polished glass, in sheets, but not otherwise worked (excl. wired glass or glass coloured throughout the mass ""body tinted"", opacified, flashed or merely surface ground, or glass having an absorbent, reflecting or non-reflecting layer)"
70052935,"float glass and surface ground and polished glass, in sheets, but not otherwise worked, of a thickness of > 3,5 mm but <= 4,5 mm (excl. wired glass or glass coloured throughout the mass ""body tinted"", opacified, flashed or merely surface ground, or glass having an absorbent, reflecting or non-reflecting layer)"
70052980,"float glass and surface ground and polished glass, in sheets, but not otherwise worked, of a thickness of > 4,5 mm (excl. horticultural glass or wired glass or glass coloured throughout the mass ""body tinted"", opacified, flashed or merely surface ground, or glass having an absorbent, reflecting or non-reflecting layer)"
70053000,"float glass and surface ground and polished glass, in sheets, whether or not having an absorbent, reflecting or non-reflecting layer, wired, but not otherwise worked"
70031910,"cast glass and rolled glass, optical, in non-wired sheets, not otherwise worked (excl. glass coloured throughout the mass ""body tinted"", opacified, flashed or having an absorbent, reflecting or non-reflecting layer)"
